DYNAMIXEL Packet,4
Unix Time,Time,TX(0)/RX(1),Version,Packet
#1706211480455,#14:38:00.455,#1,#2.0,#FF FF FD 00 02 06 00 03 40 00 00 EE E5,#
#1706211480455,#14:38:00.455,#1,#2.0,#FF FF FD 00 02 04 00 55 00 29 0C,#
#1706211480455,#14:38:00.455,#1,#2.0,#FF FF FD 00 02 06 00 03 09 00 05 47 60,#
#1706211480455,#14:38:00.455,#1,#2.0,#FF FF FD 00 02 04 00 55 00 29 0C,#
#1706211480664,#14:38:00.664,#1,#2.0,#FF FF FD 00 02 06 00 03 0B 00 03 78 E0,#
#1706211480664,#14:38:00.664,#1,#2.0,#FF FF FD 00 02 04 00 55 00 29 0C,#
#1706211480952,#14:38:00.952,#1,#2.0,#FF FF FD 00 02 06 00 03 41 00 01 FC E5,#
#1706211480952,#14:38:00.952,#1,#2.0,#FF FF FD 00 02 04 00 55 00 29 0C,#
#1706211480967,#14:38:00.967,#1,#2.0,#FF FF FD 00 02 06 00 03 40 00 01 EB 65,#
#1706211480968,#14:38:00.968,#1,#2.0,#FF FF FD 00 02 04 00 55 00 29 0C,#
#1706211481080,#14:38:01.080,#1,#2.0,#FF FF FD 00 01 06 00 03 40 00 00 DE E6,#
#1706211481080,#14:38:01.080,#1,#2.0,#FF FF FD 00 01 04 00 55 00 A1 0C,#
#1706211481080,#14:38:01.080,#1,#2.0,#FF FF FD 00 01 06 00 03 09 00 05 77 63,#
#1706211481080,#14:38:01.080,#1,#2.0,#FF FF FD 00 01 04 00 55 00 A1 0C,#
#1706211481271,#14:38:01.271,#1,#2.0,#FF FF FD 00 01 06 00 03 0B 00 03 48 E3,#
#1706211481271,#14:38:01.271,#1,#2.0,#FF FF FD 00 01 04 00 55 00 A1 0C,#
